Claim_Amount_USD,Claimant_Age,Prior_Claims,Claimant_Income_USD,Insurance_Company_InsureCo,Insurance_Company_LIC,Insurance_Company_PolicyBazaar,Insurance_Company_SafeGuard,Insurance_Company_SecureCoverage,Insurance_Company_StarHealth,Insurance_Company_TrustInsurance,Policy_Type_Auto,Policy_Type_Health,Policy_Type_Home,Policy_Type_Life,Policy_Type_Travel,Claim_Type_Bodily Injury,Claim_Type_Death,Claim_Type_Medical Expenses,Claim_Type_Natural Disaster,Claim_Type_Property Damage,Claim_Type_Theft,Fraud_Indicator
-0.23584681216450312,0.20941106188184586,-0.7484832477295444,0.11497237840829666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.1695149667225311,-0.6173961059810483,-0.7484832477295444,-0.08395988731752611,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.09476485849641886,1.626794778218236,0.0687497237234862,-0.37740804566176095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.08742018114158394,1.5677371233708863,-0.7484832477295444,0.9044828694501333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.24699934139649607,-0.8536267253704467,0.0687497237234862,0.563217729273483,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.005050537929129506,-0.14493486720225165,0.0687497237234862,-0.3964835320741371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.15558259854409331,-1.5623185835386417,0.0687497237234862,-0.054178200150396746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.14326142847050657,0.032238097339797094,0.0687497237234862,0.2237802484076766,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.21351976639244497,0.09129575218714668,0.0687497237234862,-0.2321658239551574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.20884119387810715,0.15035340703449626,0.8859826951765168,-0.5409909352398715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.09349705893957795,-0.6764537608283979,0.0687497237234862,0.10597838100148115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.19134345400069452,1.1543335394394392,4.97214755244167,0.8120137952602023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.1638934569101065,0.032238097339797094,-0.7484832477295444,-0.3871230388584231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.1781360685542025,-0.4402231414389996,0.8859826951765168,-0.2751218461388045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.08913669561590144,0.15035340703449626,0.0687497237234862,1.275251486872939,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.817751676425979,-1.089857344759845,-0.7484832477295444,-0.5798027531413408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.2084912376637014,-0.08587721235490207,0.0687497237234862,0.27811408426597706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.4244768074164247,-1.1489149996071946,0.0687497237234862,-0.3004039553670417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.38157768622211535,-0.9126843802177963,0.0687497237234862,-0.06793261100429633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.24551672821241943,-1.6213762383859913,0.0687497237234862,-0.27166317469416973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.12975410686652863,1.03621822974474,-0.7484832477295444,-0.2751218461388045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.2509092182315764,0.8590452652026913,0.0687497237234862,-0.2751218461388045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.21795528457422414,1.7449100879129351,1.7032156666295475,-0.4439662040773881,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.4860487047210759,-1.7394915480806905,0.0687497237234862,0.5065880716094338,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.8981624262067331,-0.7355114156757475,0.0687497237234862,4.062561795590991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.08354293743761487,-0.026819557507552494,0.0687497237234862,-0.5703766949062467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.1781360685542025,-1.5623185835386417,0.0687497237234862,-0.2751218461388045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.09787334599120258,0.2684687167291954,-0.7484832477295444,0.9667941732955826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.07153306270260208,-0.5583384511336987,-0.7484832477295444,-0.3574190297039956,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.9652329224232209,-0.6173961059810483,0.8859826951765168,0.10292630383178321,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.9740676778625279,-0.20399252204960125,-0.7484832477295444,-0.4649199010348989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.19299020756032262,-1.385145618996593,0.0687497237234862,0.3791609907419925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.21397782581327465,1.8039677427602847,1.7032156666295475,-0.49094966210579066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.4568886905358965,-1.2670303093018938,0.0687497237234862,-0.6573800070722826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.23384058368863897,-0.9717420350651459,0.0687497237234862,1.093542549589276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.08946627574608859,0.3865840264238946,0.0687497237234862,3.132982886772839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.23512991222842794,-1.680433893233341,0.0687497237234862,-0.42634383331288234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.24546348493350886,0.6228146458132929,-0.7484832477295444,0.5650258139079739,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.2257087285424486,-0.026819557507552494,0.0687497237234862,-0.2751218461388045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.2251820668988942,1.6858524330655855,-0.7484832477295444,0.030768380888819825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.23864242706719463,0.6818723006606425,-0.7484832477295444,-0.21057066313439296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.1503782567244058,-1.3260879641492433,0.0687497237234862,-0.18272447918354678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.18015967237194483,-0.38116548659165,0.8859826951765168,-0.4468376403920474,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.20678707135384292,1.6858524330655855,-0.7484832477295444,-0.5726812518344869,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.2426397490236189,-0.026819557507552494,0.8859826951765168,-0.4801045132942351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.2431900090399772,1.5086794685235367,3.337681609535609,-0.6191027395391371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.019792564914682096,-1.680433893233341,0.8859826951765168,1.0215831290183497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.15591561213656172,-0.7945690705230971,0.8859826951765168,-0.5452719442234154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.15218819330447736,0.5637569909659433,0.0687497237234862,-0.3238128722823576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.1781360685542025,1.331506503981488,-0.7484832477295444,-0.2751218461388045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.19636079879570695,-1.385145618996593,-0.7484832477295444,0.6274416751199612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.24882982593200692,1.3905641588288375,-0.7484832477295444,12.132628483348753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.21975151516252006,0.9771605748973904,0.0687497237234862,0.094964861360342,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.1781360685542025,1.2133911942867888,0.0687497237234862,-0.2751218461388045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.2449756802758559,-1.7394915480806905,0.0687497237234862,-0.5542674319293062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.1781360685542025,-0.49928079628634914,-0.7484832477295444,1.1341092996710465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.24592131021681496,1.03621822974474,-0.7484832477295444,-0.5893005468721509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.09852316659577852,0.09129575218714668,0.8859826951765168,-0.3231165596669369,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.4361682473469305,-0.026819557507552494,0.0687497237234862,-0.4751343713733245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.12507151573777087,0.7999876103553417,-0.7484832477295444,-0.5779461913118487,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.12491136576301429,-0.14493486720225165,0.0687497237234862,-0.469934633182207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.23206371802020964,1.2133911942867888,-0.7484832477295444,0.014881396713173399,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.11095990681518568,-1.7394915480806905,0.0687497237234862,-0.48198219356579164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.07873824380394329,-1.5623185835386417,-0.7484832477295444,0.5035005401207582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.05120806775275369,-0.38116548659165,0.8859826951765168,-0.2751218461388045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.1751421898673845,1.1543335394394392,0.0687497237234862,0.5893899949956329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
